age,job,marital,marital_status,education,default,balance,housing,loan,contact,day,month,day_month,duration,campaign,pdays,previous,poutcome,y
30,unemployed,married,married,tertiary,no,0,yes,no,cellular,18,nov,18-Nov,756,1,-1,0,unknown,no
32,entrepreneur,married,married,tertiary,no,11591,yes,no,cellular,18,nov,18-Nov,43,1,-1,0,unknown,no
34,management,divorced,divorced,tertiary,no,5754,yes,no,cellular,18,nov,18-Nov,32,1,181,1,failure,no
55,management,divorced,divorced,tertiary,no,0,no,no,cellular,18,nov,18-Nov,120,2,-1,0,unknown,no
53,management,married,married,tertiary,no,8563,yes,no,cellular,18,nov,18-Nov,69,1,-1,0,unknown,no
52,admin.,divorced,divorced,secondary,no,2717,no,no,telephone,18,nov,18-Nov,114,1,162,2,failure,no
43,entrepreneur,single,single,primary,no,103,yes,no,cellular,18,nov,18-Nov,53,1,183,5,failure,no
37,management,married,married,primary,no,5427,no,no,cellular,18,nov,18-Nov,201,1,159,1,failure,no
39,management,married,married,secondary,no,1007,yes,no,cellular,18,nov,18-Nov,281,1,-1,0,unknown,no
44,management,married,married,tertiary,no,3603,yes,no,cellular,18,nov,18-Nov,198,1,-1,0,unknown,no
38,technician,married,married,tertiary,no,3234,no,no,cellular,18,nov,18-Nov,578,2,-1,0,unknown,yes
32,services,single,single,secondary,no,48,yes,yes,cellular,18,nov,18-Nov,132,1,-1,0,unknown,no
37,management,single,single,tertiary,no,1743,yes,no,cellular,18,nov,18-Nov,192,1,113,2,failure,no
35,management,married,married,secondary,no,53,yes,no,cellular,18,nov,18-Nov,378,1,-1,0,unknown,no
35,services,single,single,secondary,no,0,no,no,cellular,18,nov,18-Nov,339,1,-1,0,unknown,no
31,blue-collar,married,married,secondary,no,5345,yes,no,cellular,18,nov,18-Nov,260,1,-1,0,unknown,no
33,self-employed,divorced,divorced,tertiary,no,454,no,yes,cellular,18,nov,18-Nov,134,1,-1,0,unknown,no
39,blue-collar,married,married,primary,no,111,no,no,cellular,18,nov,18-Nov,201,2,-1,0,unknown,no
43,technician,married,married,secondary,no,17655,yes,no,cellular,18,nov,18-Nov,31,1,-1,0,unknown,no
48,blue-collar,married,married,primary,no,1092,no,yes,cellular,18,nov,18-Nov,79,1,172,8,failure,no
33,admin.,married,married,tertiary,no,46,yes,no,cellular,18,nov,18-Nov,95,1,-1,0,unknown,no
58,technician,single,single,secondary,no,8600,yes,no,cellular,18,nov,18-Nov,61,1,-1,0,unknown,no
50,blue-collar,married,married,primary,no,5776,no,no,cellular,18,nov,18-Nov,49,3,-1,0,unknown,no
45,self-employed,married,married,tertiary,no,-312,no,no,telephone,18,nov,18-Nov,46,4,-1,0,unknown,no
36,services,married,married,primary,no,413,yes,no,telephone,18,nov,18-Nov,84,1,-1,0,unknown,no
33,entrepreneur,married,married,primary,no,82,yes,no,cellular,18,nov,18-Nov,63,2,-1,0,unknown,no
43,blue-collar,divorced,divorced,primary,no,515,yes,no,cellular,18,nov,18-Nov,182,1,-1,0,unknown,no
51,management,married,married,tertiary,no,5343,no,no,cellular,18,nov,18-Nov,54,1,-1,0,unknown,no
36,self-employed,divorced,divorced,tertiary,no,149,no,no,cellular,18,nov,18-Nov,257,2,-1,0,unknown,no
35,management,married,married,tertiary,no,4943,yes,no,cellular,18,nov,18-Nov,295,1,124,2,failure,no
42,management,married,married,tertiary,no,2110,no,yes,cellular,18,nov,18-Nov,67,1,110,2,failure,no
34,technician,married,married,tertiary,no,544,yes,yes,cellular,18,nov,18-Nov,58,2,-1,0,unknown,no
38,admin.,single,single,tertiary,no,4,yes,yes,cellular,18,nov,18-Nov,71,3,-1,0,unknown,no
41,entrepreneur,married,married,primary,no,0,yes,yes,cellular,18,nov,18-Nov,311,1,-1,0,unknown,no
52,housemaid,married,married,secondary,no,1182,yes,no,cellular,18,nov,18-Nov,103,1,-1,0,unknown,no
35,technician,married,married,secondary,no,1854,yes,no,cellular,18,nov,18-Nov,401,2,-1,0,unknown,no
34,technician,single,single,secondary,no,1259,yes,no,cellular,18,nov,18-Nov,121,1,-1,0,unknown,no
36,technician,married,married,secondary,no,6384,yes,yes,cellular,18,nov,18-Nov,97,1,-1,0,unknown,no
50,management,married,married,tertiary,no,-151,yes,no,cellular,18,nov,18-Nov,63,2,-1,0,unknown,no
32,entrepreneur,married,married,secondary,no,1996,yes,no,cellular,18,nov,18-Nov,271,1,-1,0,unknown,no
50,admin.,single,single,secondary,no,642,no,no,cellular,18,nov,18-Nov,435,1,-1,0,unknown,no
42,housemaid,divorced,divorced,tertiary,no,364,no,no,cellular,18,nov,18-Nov,52,1,-1,0,unknown,no
59,blue-collar,married,married,primary,no,0,no,no,cellular,18,nov,18-Nov,167,2,-1,0,unknown,no
32,technician,single,single,secondary,no,28,yes,no,cellular,18,nov,18-Nov,368,1,-1,0,unknown,no
49,management,single,single,tertiary,no,1093,yes,no,cellular,18,nov,18-Nov,152,1,-1,0,unknown,no
34,management,married,married,tertiary,no,-85,no,no,cellular,18,nov,18-Nov,107,1,-1,0,unknown,no
34,management,married,married,tertiary,no,63,no,no,cellular,18,nov,18-Nov,83,1,102,2,failure,no
41,technician,single,single,tertiary,no,159,no,no,cellular,18,nov,18-Nov,164,1,-1,0,unknown,no
57,entrepreneur,married,married,tertiary,no,729,no,no,cellular,18,nov,18-Nov,475,1,-1,0,unknown,no
31,management,single,single,secondary,no,99,yes,yes,cellular,18,nov,18-Nov,125,1,-1,0,unknown,no
30,management,single,single,secondary,no,460,yes,no,cellular,18,nov,18-Nov,86,1,-1,0,unknown,no
54,management,married,married,tertiary,no,214,yes,no,cellular,18,nov,18-Nov,68,1,-1,0,unknown,no
32,blue-collar,single,single,secondary,no,118,yes,no,cellular,18,nov,18-Nov,216,1,124,1,success,no
49,blue-collar,single,single,primary,yes,-2604,yes,no,cellular,18,nov,18-Nov,142,1,-1,0,unknown,no
50,self-employed,single,single,tertiary,no,21,yes,no,cellular,18,nov,18-Nov,157,1,188,1,failure,no
30,management,single,single,tertiary,no,12569,no,no,cellular,18,nov,18-Nov,87,1,-1,0,unknown,no
30,management,married,married,tertiary,no,900,no,no,cellular,18,nov,18-Nov,123,1,124,2,failure,no
32,management,single,single,tertiary,no,27,yes,no,cellular,18,nov,18-Nov,261,1,-1,0,unknown,no
35,blue-collar,married,married,secondary,no,87,no,no,cellular,18,nov,18-Nov,60,2,-1,0,unknown,no
32,admin.,married,married,secondary,no,1785,yes,no,cellular,18,nov,18-Nov,51,2,154,6,other,no
55,services,married,married,secondary,no,3546,yes,yes,cellular,18,nov,18-Nov,588,1,110,2,failure,no
40,self-employed,married,married,secondary,no,1216,yes,no,cellular,18,nov,18-Nov,52,1,-1,0,unknown,no
31,admin.,married,married,secondary,no,113,yes,no,cellular,18,nov,18-Nov,474,3,-1,0,unknown,no
32,management,married,married,tertiary,no,1667,yes,no,cellular,18,nov,18-Nov,164,2,179,3,failure,no
38,blue-collar,married,married,secondary,no,2008,yes,no,cellular,18,nov,18-Nov,354,1,-1,0,unknown,no
34,blue-collar,married,married,primary,no,2320,yes,no,cellular,18,nov,18-Nov,63,1,-1,0,unknown,no
32,services,single,single,secondary,no,2251,yes,yes,cellular,18,nov,18-Nov,131,1,124,1,failure,no
31,admin.,single,single,secondary,no,2076,no,yes,cellular,18,nov,18-Nov,178,1,127,7,other,no
32,services,divorced,divorced,secondary,no,453,yes,no,cellular,18,nov,18-Nov,331,2,-1,0,unknown,no
46,blue-collar,single,single,primary,no,3046,yes,yes,cellular,18,nov,18-Nov,84,1,183,1,other,no
44,technician,married,married,secondary,no,533,yes,no,cellular,18,nov,18-Nov,127,1,110,2,failure,no
35,management,single,single,tertiary,no,2928,yes,no,cellular,18,nov,18-Nov,54,1,-1,0,unknown,no
56,technician,married,married,secondary,no,803,no,no,cellular,18,nov,18-Nov,432,2,-1,0,unknown,no
32,management,married,married,tertiary,no,3442,no,no,cellular,18,nov,18-Nov,475,1,-1,0,unknown,no
48,management,married,married,tertiary,no,-1080,yes,yes,cellular,18,nov,18-Nov,76,3,-1,0,unknown,no
33,management,single,single,tertiary,no,275,no,no,cellular,18,nov,18-Nov,348,1,-1,0,unknown,no
36,entrepreneur,married,married,secondary,no,215,yes,yes,cellular,18,nov,18-Nov,309,1,-1,0,unknown,no
51,blue-collar,divorced,divorced,secondary,no,1524,yes,no,cellular,18,nov,18-Nov,112,2,-1,0,unknown,no
57,technician,married,married,secondary,no,6362,yes,yes,cellular,18,nov,18-Nov,66,1,-1,0,unknown,no
58,admin.,married,married,secondary,no,5680,no,yes,cellular,18,nov,18-Nov,237,2,-1,0,unknown,no
36,blue-collar,married,married,secondary,no,2894,yes,no,cellular,18,nov,18-Nov,91,1,124,1,failure,no
32,self-employed,single,single,tertiary,no,519,yes,no,cellular,18,nov,18-Nov,72,1,-1,0,unknown,no
34,management,married,married,tertiary,no,11,yes,no,cellular,18,nov,18-Nov,123,1,124,1,failure,no
35,entrepreneur,married,married,secondary,no,1309,yes,no,cellular,18,nov,18-Nov,73,3,-1,0,unknown,no
36,self-employed,married,married,secondary,no,44,yes,no,cellular,18,nov,18-Nov,199,1,-1,0,unknown,no
32,management,married,married,tertiary,no,3107,yes,yes,cellular,18,nov,18-Nov,165,2,116,1,failure,no
50,blue-collar,married,married,secondary,no,1984,yes,no,telephone,18,nov,18-Nov,212,3,-1,0,unknown,no
48,blue-collar,married,married,secondary,no,3008,yes,yes,cellular,18,nov,18-Nov,163,1,187,3,failure,no
48,management,married,married,tertiary,no,1600,no,no,cellular,18,nov,18-Nov,448,1,-1,0,unknown,no
32,management,married,married,tertiary,no,1636,yes,no,cellular,18,nov,18-Nov,124,1,-1,0,unknown,no
54,management,divorced,divorced,primary,no,210,no,no,cellular,18,nov,18-Nov,178,1,-1,0,unknown,no
48,management,single,single,tertiary,no,648,yes,no,cellular,18,nov,18-Nov,290,1,110,2,failure,no
31,blue-collar,single,single,secondary,no,545,yes,no,cellular,18,nov,18-Nov,195,2,-1,0,unknown,no
51,unemployed,divorced,divorced,tertiary,no,5,no,no,cellular,18,nov,18-Nov,124,1,-1,0,unknown,no
38,management,married,married,tertiary,yes,540,no,no,cellular,18,nov,18-Nov,205,1,-1,0,unknown,no
48,blue-collar,married,married,primary,no,-298,yes,no,cellular,18,nov,18-Nov,77,1,-1,0,unknown,no
48,unemployed,married,married,primary,no,484,no,no,cellular,18,nov,18-Nov,399,1,-1,0,unknown,no
35,admin.,married,married,secondary,no,421,yes,no,cellular,18,nov,18-Nov,350,1,-1,0,unknown,no
41,self-employed,married,married,tertiary,no,6000,yes,no,cellular,18,nov,18-Nov,265,1,-1,0,unknown,no
39,services,married,married,secondary,no,173,yes,no,cellular,18,nov,18-Nov,96,2,182,2,failure,no
54,management,married,married,tertiary,yes,0,no,yes,cellular,18,nov,18-Nov,283,1,-1,0,unknown,no
36,services,married,married,secondary,no,0,yes,no,cellular,18,nov,18-Nov,1093,2,-1,0,unknown,no
45,self-employed,married,married,tertiary,no,35589,no,no,telephone,18,nov,18-Nov,570,2,-1,0,unknown,no
52,entrepreneur,married,married,tertiary,yes,-2,no,no,cellular,18,nov,18-Nov,245,1,-1,0,unknown,no
52,self-employed,single,single,secondary,no,207,no,yes,cellular,18,nov,18-Nov,179,1,-1,0,unknown,no
34,management,married,married,tertiary,no,10031,yes,no,cellular,18,nov,18-Nov,65,2,-1,0,unknown,no
38,self-employed,married,married,tertiary,no,3139,yes,no,cellular,18,nov,18-Nov,177,2,-1,0,unknown,no
39,management,married,married,tertiary,no,514,no,no,telephone,18,nov,18-Nov,155,4,-1,0,unknown,no
38,entrepreneur,married,married,tertiary,no,0,yes,no,cellular,18,nov,18-Nov,185,3,-1,0,unknown,no
47,admin.,single,single,secondary,no,19,yes,yes,cellular,18,nov,18-Nov,90,2,123,1,failure,no
34,services,divorced,divorced,secondary,no,107,no,yes,cellular,18,nov,18-Nov,110,2,-1,0,unknown,no
52,blue-collar,married,married,tertiary,no,297,yes,no,cellular,18,nov,18-Nov,62,2,195,1,failure,no
57,management,divorced,divorced,tertiary,no,236,no,no,cellular,18,nov,18-Nov,120,2,-1,0,unknown,no
41,management,married,married,tertiary,no,25,no,no,cellular,18,nov,18-Nov,431,2,-1,0,unknown,no
41,management,married,married,secondary,no,99,yes,no,cellular,18,nov,18-Nov,157,2,-1,0,unknown,no
59,technician,divorced,divorced,secondary,no,797,yes,no,cellular,18,nov,18-Nov,319,2,165,2,failure,no
34,blue-collar,single,single,secondary,no,20,yes,yes,cellular,18,nov,18-Nov,262,2,-1,0,unknown,no
45,management,married,married,tertiary,no,0,no,no,cellular,18,nov,18-Nov,179,2,-1,0,unknown,no
36,services,single,single,secondary,no,1482,yes,no,cellular,18,nov,18-Nov,177,2,174,1,other,no
48,management,single,single,tertiary,no,3713,yes,yes,cellular,18,nov,18-Nov,157,2,-1,0,unknown,no
40,management,married,married,tertiary,no,11,yes,no,cellular,18,nov,18-Nov,65,2,-1,0,unknown,no
38,entrepreneur,married,married,tertiary,no,678,no,yes,cellular,18,nov,18-Nov,82,2,152,1,failure,no
36,self-employed,divorced,divorced,secondary,no,-38,yes,no,cellular,18,nov,18-Nov,244,2,-1,0,unknown,no
47,admin.,single,single,secondary,no,2540,no,no,cellular,18,nov,18-Nov,110,5,-1,0,unknown,no
42,entrepreneur,married,married,tertiary,no,337,yes,yes,cellular,18,nov,18-Nov,63,3,-1,0,unknown,no
45,management,married,married,tertiary,no,-73,no,no,cellular,18,nov,18-Nov,125,2,-1,0,unknown,no
39,services,married,married,unknown,no,10189,yes,no,cellular,18,nov,18-Nov,186,2,123,2,failure,no
57,management,married,married,tertiary,no,1357,yes,yes,cellular,18,nov,18-Nov,97,2,-1,0,unknown,no
52,entrepreneur,married,married,tertiary,no,507,no,no,cellular,18,nov,18-Nov,123,2,-1,0,unknown,no
39,entrepreneur,married,married,secondary,no,11887,no,no,cellular,18,nov,18-Nov,1181,2,-1,0,unknown,yes
55,entrepreneur,married,married,tertiary,no,78,no,no,cellular,18,nov,18-Nov,115,2,-1,0,unknown,no
33,technician,married,married,secondary,no,2746,yes,no,cellular,18,nov,18-Nov,188,2,-1,0,unknown,no
36,management,married,married,secondary,no,-148,no,no,cellular,18,nov,18-Nov,144,2,-1,0,unknown,no
54,blue-collar,married,married,secondary,no,506,yes,no,cellular,18,nov,18-Nov,172,2,104,2,failure,no
36,services,single,single,secondary,no,461,no,no,cellular,18,nov,18-Nov,434,2,-1,0,unknown,no
46,services,single,single,secondary,no,897,yes,no,telephone,18,nov,18-Nov,82,2,-1,0,unknown,no
33,admin.,married,married,tertiary,no,99,yes,yes,cellular,18,nov,18-Nov,55,2,-1,0,unknown,no
51,management,married,married,tertiary,no,-516,yes,no,cellular,18,nov,18-Nov,120,2,187,2,failure,no
59,housemaid,single,single,secondary,no,26172,no,no,cellular,18,nov,18-Nov,54,2,-1,0,unknown,no
44,management,single,single,tertiary,no,1356,no,yes,cellular,18,nov,18-Nov,264,2,134,2,other,no
35,management,married,married,tertiary,no,646,yes,no,cellular,18,nov,18-Nov,84,2,-1,0,unknown,no
47,blue-collar,married,married,primary,no,1533,no,yes,cellular,18,nov,18-Nov,273,2,96,4,failure,no
36,blue-collar,married,married,secondary,no,801,yes,yes,cellular,18,nov,18-Nov,250,2,-1,0,unknown,no
32,management,single,single,secondary,no,416,yes,no,cellular,18,nov,18-Nov,268,2,-1,0,unknown,no
31,blue-collar,single,single,secondary,no,530,no,yes,cellular,18,nov,18-Nov,251,2,-1,0,unknown,no
41,technician,married,married,secondary,no,862,no,no,cellular,18,nov,18-Nov,474,2,-1,0,unknown,no
58,services,married,married,secondary,no,4428,no,no,telephone,18,nov,18-Nov,234,3,-1,0,unknown,no
34,blue-collar,married,married,primary,no,500,yes,no,cellular,18,nov,18-Nov,240,2,182,1,failure,no
49,management,divorced,divorced,tertiary,no,0,yes,no,telephone,18,nov,18-Nov,32,2,-1,0,unknown,no
40,management,married,married,tertiary,no,5,yes,no,cellular,18,nov,18-Nov,219,3,-1,0,unknown,no
45,technician,single,single,tertiary,no,0,yes,no,cellular,18,nov,18-Nov,139,2,-1,0,unknown,no
48,admin.,married,married,secondary,no,1208,no,no,telephone,18,nov,18-Nov,126,4,-1,0,unknown,no
59,entrepreneur,married,married,tertiary,no,1553,no,yes,cellular,18,nov,18-Nov,79,2,-1,0,unknown,no
40,technician,single,single,secondary,no,2141,no,no,cellular,18,nov,18-Nov,107,3,-1,0,unknown,no
54,admin.,married,married,secondary,no,3729,no,yes,cellular,18,nov,18-Nov,597,2,116,1,other,no
47,management,married,married,secondary,no,21,yes,no,cellular,18,nov,18-Nov,229,2,-1,0,unknown,no
33,services,married,married,secondary,no,244,yes,no,cellular,18,nov,18-Nov,231,2,-1,0,unknown,no
48,housemaid,single,single,secondary,no,1042,no,no,telephone,18,nov,18-Nov,129,2,-1,0,unknown,no
30,blue-collar,married,married,secondary,no,246,yes,no,cellular,18,nov,18-Nov,166,2,113,5,failure,no
33,unemployed,divorced,divorced,secondary,no,0,yes,no,cellular,18,nov,18-Nov,91,2,-1,0,unknown,no
36,management,married,married,tertiary,no,-92,no,yes,cellular,18,nov,18-Nov,196,3,-1,0,unknown,no
59,retired,married,married,tertiary,no,4589,no,no,cellular,18,nov,18-Nov,94,2,-1,0,unknown,no
43,management,single,single,tertiary,no,-56,yes,no,cellular,18,nov,18-Nov,146,2,151,14,failure,no
52,services,married,married,secondary,no,2257,yes,no,telephone,18,nov,18-Nov,102,2,188,1,failure,no
36,blue-collar,married,married,secondary,no,402,no,yes,cellular,18,nov,18-Nov,86,2,154,1,failure,no
33,student,single,single,tertiary,no,4,yes,no,cellular,18,nov,18-Nov,203,2,-1,0,unknown,no
31,management,married,married,unknown,no,668,no,no,cellular,18,nov,18-Nov,75,2,-1,0,unknown,no
39,management,married,married,secondary,no,517,yes,no,cellular,18,nov,18-Nov,387,3,196,2,failure,no
32,management,single,single,tertiary,no,0,yes,no,cellular,18,nov,18-Nov,244,2,168,1,other,no
46,management,married,married,tertiary,no,0,no,no,cellular,18,nov,18-Nov,716,2,110,3,other,yes
39,blue-collar,married,married,secondary,no,0,yes,no,cellular,18,nov,18-Nov,420,2,-1,0,unknown,no
33,management,married,married,secondary,no,480,yes,no,cellular,18,nov,18-Nov,422,2,-1,0,unknown,no
45,management,single,single,tertiary,no,5694,yes,no,cellular,18,nov,18-Nov,145,2,193,2,failure,no
54,self-employed,married,married,tertiary,no,368,no,no,cellular,18,nov,18-Nov,74,2,110,4,failure,no
43,services,married,married,primary,no,-2122,yes,yes,cellular,18,nov,18-Nov,141,3,-1,0,unknown,no
41,entrepreneur,married,married,secondary,no,-1882,yes,no,cellular,18,nov,18-Nov,17,5,151,2,other,no
35,admin.,married,married,secondary,no,122,yes,no,cellular,18,nov,18-Nov,51,4,-1,0,unknown,no
36,technician,divorced,divorced,tertiary,no,1174,yes,no,cellular,18,nov,18-Nov,192,2,-1,0,unknown,no
59,management,married,married,tertiary,no,3969,no,no,cellular,18,nov,18-Nov,464,3,-1,0,unknown,no
36,entrepreneur,single,single,secondary,no,296,no,no,cellular,18,nov,18-Nov,67,2,111,2,failure,no
31,admin.,married,married,secondary,no,0,yes,yes,cellular,18,nov,18-Nov,79,3,-1,0,unknown,no
36,management,married,married,tertiary,no,549,yes,no,cellular,18,nov,18-Nov,72,2,-1,0,unknown,no
50,admin.,single,single,secondary,no,5816,yes,no,telephone,18,nov,18-Nov,119,2,-1,0,unknown,no
39,admin.,single,single,secondary,no,720,yes,no,telephone,18,nov,18-Nov,47,3,-1,0,unknown,no
38,technician,married,married,secondary,no,508,yes,no,cellular,18,nov,18-Nov,722,3,175,2,failure,no
58,management,divorced,divorced,tertiary,no,5037,yes,no,cellular,18,nov,18-Nov,1437,2,-1,0,unknown,yes
32,housemaid,married,married,tertiary,no,357,yes,no,cellular,18,nov,18-Nov,175,2,-1,0,unknown,no
36,technician,single,single,primary,no,2169,yes,no,cellular,18,nov,18-Nov,133,2,110,3,other,no
36,technician,divorced,divorced,secondary,no,5957,yes,no,cellular,18,nov,18-Nov,138,2,-1,0,unknown,no
50,management,married,married,tertiary,no,2570,no,no,cellular,18,nov,18-Nov,273,2,-1,0,unknown,no
44,technician,married,married,secondary,no,2626,yes,no,cellular,18,nov,18-Nov,170,2,188,3,failure,no
38,admin.,married,married,tertiary,no,605,no,no,cellular,18,nov,18-Nov,147,2,-1,0,unknown,no
51,management,married,married,tertiary,no,2934,yes,no,cellular,18,nov,18-Nov,727,4,-1,0,unknown,no
38,management,divorced,divorced,unknown,no,0,yes,no,cellular,18,nov,18-Nov,96,2,-1,0,unknown,no
59,entrepreneur,married,married,primary,no,124,yes,no,cellular,18,nov,18-Nov,531,3,134,7,failure,no
46,management,married,married,primary,no,1267,yes,yes,cellular,18,nov,18-Nov,187,2,-1,0,unknown,no
37,technician,married,married,secondary,no,712,yes,no,cellular,18,nov,18-Nov,291,2,-1,0,unknown,no
39,management,single,single,tertiary,no,0,yes,no,cellular,18,nov,18-Nov,633,2,-1,0,unknown,no
38,services,married,married,unknown,no,4644,yes,no,telephone,18,nov,18-Nov,55,2,-1,0,unknown,no
49,management,married,married,tertiary,no,1430,no,no,cellular,18,nov,18-Nov,231,2,-1,0,unknown,no
36,management,married,married,tertiary,no,521,no,yes,cellular,18,nov,18-Nov,135,2,152,1,other,no
33,services,married,married,secondary,no,703,no,no,cellular,18,nov,18-Nov,160,2,-1,0,unknown,no
34,admin.,single,single,tertiary,no,1199,no,no,telephone,18,nov,18-Nov,67,7,-1,0,unknown,no
55,retired,divorced,divorced,tertiary,no,816,no,no,cellular,18,nov,18-Nov,113,3,-1,0,unknown,no
39,unemployed,married,married,tertiary,no,1108,yes,no,cellular,18,nov,18-Nov,191,2,-1,0,unknown,no
41,blue-collar,divorced,divorced,secondary,no,-90,yes,no,cellular,18,nov,18-Nov,103,6,-1,0,unknown,no
31,management,single,single,tertiary,no,874,yes,no,cellular,18,nov,18-Nov,190,2,-1,0,unknown,no
40,admin.,single,single,secondary,no,2854,yes,no,cellular,18,nov,18-Nov,354,2,169,1,failure,no
30,services,divorced,divorced,secondary,no,0,yes,yes,cellular,18,nov,18-Nov,174,2,111,3,failure,no
37,management,married,married,tertiary,no,-666,yes,no,cellular,18,nov,18-Nov,204,2,-1,0,unknown,no
34,blue-collar,married,married,secondary,no,932,no,yes,cellular,18,nov,18-Nov,148,2,132,1,other,no
57,self-employed,married,married,secondary,no,380,no,no,cellular,18,nov,18-Nov,878,2,-1,0,unknown,no
42,management,single,single,tertiary,no,1113,yes,yes,cellular,18,nov,18-Nov,89,2,162,12,failure,no
33,management,married,married,tertiary,no,1522,yes,no,cellular,18,nov,18-Nov,171,2,179,3,failure,no
34,blue-collar,married,married,secondary,no,1430,yes,yes,cellular,18,nov,18-Nov,271,3,-1,0,unknown,no
49,management,married,married,tertiary,no,1887,no,no,cellular,18,nov,18-Nov,244,3,-1,0,unknown,no
44,services,married,married,secondary,no,-236,yes,no,cellular,18,nov,18-Nov,218,2,113,7,success,no
42,management,single,single,tertiary,no,1673,no,no,cellular,18,nov,18-Nov,43,2,-1,0,unknown,no
36,self-employed,single,single,tertiary,no,3560,no,no,cellular,18,nov,18-Nov,658,3,169,2,failure,no
42,blue-collar,divorced,divorced,secondary,no,898,yes,no,cellular,18,nov,18-Nov,136,2,131,1,failure,no
44,management,married,married,tertiary,no,13853,yes,no,cellular,18,nov,18-Nov,1329,3,-1,0,unknown,no
57,services,married,married,secondary,no,315,no,no,cellular,18,nov,18-Nov,127,4,-1,0,unknown,no
36,technician,divorced,divorced,secondary,no,556,yes,no,cellular,18,nov,18-Nov,154,3,189,1,failure,no
36,management,married,married,secondary,no,644,yes,no,cellular,18,nov,18-Nov,54,2,-1,0,unknown,no
37,management,married,married,secondary,no,676,no,no,telephone,18,nov,18-Nov,217,2,-1,0,unknown,no
43,entrepreneur,married,married,secondary,no,3766,no,no,cellular,18,nov,18-Nov,84,4,-1,0,unknown,no
53,self-employed,married,married,secondary,no,1066,yes,no,cellular,18,nov,18-Nov,110,1,186,3,failure,no
35,management,married,married,tertiary,no,222,yes,no,cellular,18,nov,18-Nov,187,2,-1,0,unknown,no
54,blue-collar,married,married,secondary,no,1070,no,no,cellular,18,nov,18-Nov,373,4,-1,0,unknown,no
38,technician,married,married,secondary,no,728,yes,no,cellular,18,nov,18-Nov,286,1,181,2,other,no
43,unemployed,married,married,secondary,no,1943,yes,no,cellular,18,nov,18-Nov,202,2,-1,0,unknown,no
52,self-employed,married,married,tertiary,no,5350,yes,yes,cellular,18,nov,18-Nov,68,2,110,4,success,no
49,management,married,married,tertiary,no,999,no,no,cellular,18,nov,18-Nov,98,4,-1,0,unknown,no
40,management,married,married,tertiary,no,132,yes,yes,cellular,18,nov,18-Nov,170,2,-1,0,unknown,no
31,management,single,single,secondary,yes,0,no,no,cellular,18,nov,18-Nov,129,2,-1,0,unknown,no
32,services,married,married,secondary,no,4885,yes,yes,cellular,18,nov,18-Nov,400,2,-1,0,unknown,no
33,technician,married,married,secondary,no,3572,yes,no,cellular,18,nov,18-Nov,85,2,-1,0,unknown,no
34,admin.,married,married,secondary,no,353,no,yes,cellular,18,nov,18-Nov,126,3,-1,0,unknown,no
40,technician,married,married,secondary,no,7313,yes,no,cellular,18,nov,18-Nov,241,2,182,1,failure,no
30,technician,single,single,tertiary,no,0,yes,no,cellular,18,nov,18-Nov,342,2,174,1,failure,no
31,technician,divorced,divorced,secondary,no,0,yes,no,telephone,18,nov,18-Nov,194,2,-1,0,unknown,no
34,services,married,married,secondary,no,184,yes,no,cellular,18,nov,18-Nov,87,1,-1,0,unknown,no
45,services,married,married,secondary,no,1550,yes,no,cellular,18,nov,18-Nov,143,2,166,6,failure,no
40,technician,single,single,secondary,no,1411,yes,yes,cellular,18,nov,18-Nov,93,3,-1,0,unknown,no
40,self-employed,married,married,tertiary,no,642,no,no,cellular,18,nov,18-Nov,147,3,-1,0,unknown,no
35,technician,married,married,tertiary,no,14232,yes,no,cellular,18,nov,18-Nov,372,2,-1,0,unknown,no
33,admin.,married,married,tertiary,no,88,yes,yes,cellular,18,nov,18-Nov,86,1,-1,0,unknown,no
51,management,married,married,tertiary,no,974,no,no,cellular,18,nov,18-Nov,58,1,-1,0,unknown,no
38,services,married,married,secondary,no,4392,no,no,cellular,18,nov,18-Nov,23,2,110,2,failure,no
30,unemployed,single,single,primary,no,1,no,no,cellular,18,nov,18-Nov,119,2,-1,0,unknown,no
53,management,married,married,tertiary,no,9072,no,no,cellular,18,nov,18-Nov,117,2,-1,0,unknown,no
32,admin.,single,single,secondary,no,6188,yes,yes,cellular,18,nov,18-Nov,147,1,-1,0,unknown,no
30,management,married,married,secondary,no,1439,yes,no,cellular,18,nov,18-Nov,373,1,-1,0,unknown,no
50,unemployed,married,married,secondary,no,525,yes,no,telephone,18,nov,18-Nov,177,2,-1,0,unknown,no
40,technician,divorced,divorced,secondary,no,5674,yes,no,cellular,18,nov,18-Nov,84,1,-1,0,unknown,no
47,admin.,divorced,divorced,primary,no,1095,yes,no,cellular,18,nov,18-Nov,171,1,110,2,other,no
35,blue-collar,married,married,secondary,no,1055,no,no,unknown,18,nov,18-Nov,150,2,-1,0,unknown,yes
34,management,single,single,tertiary,no,3244,no,no,cellular,18,nov,18-Nov,131,2,-1,0,unknown,no
56,technician,single,single,tertiary,no,12539,no,no,cellular,18,nov,18-Nov,259,1,-1,0,unknown,no
49,blue-collar,married,married,primary,no,-14,yes,no,cellular,18,nov,18-Nov,115,2,-1,0,unknown,no
50,management,married,married,tertiary,no,1477,yes,no,cellular,18,nov,18-Nov,283,2,-1,0,unknown,no
33,blue-collar,married,married,secondary,no,328,yes,no,cellular,18,nov,18-Nov,160,2,182,1,failure,no
